benchmark_class,case_number,case_id,seed,container_length_mm,container_width_mm,container_height_mm,number_of_box_types,requested_units,requested_volume_m3,container_volume_m3,requested_volume_vs_container_pct,weight_kg,stackable,sequence,source_file,source_url
BR2,38,BR2-38,2506205,5870,2330,2200,5,116,29.941918,30.08962,99.5091264030586,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,39,BR2-39,2506305,5870,2330,2200,5,266,30.059912,30.08962,99.90126827789783,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,40,BR2-40,2506405,5870,2330,2200,5,96,29.747191,30.08962,98.86196967592147,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,41,BR2-41,2506505,5870,2330,2200,5,98,29.501054,30.08962,98.04395668672453,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,42,BR2-42,2506605,5870,2330,2200,5,158,30.083723,30.08962,99.98040187945212,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,43,BR2-43,2506705,5870,2330,2200,5,102,29.914184,30.08962,99.41695508284917,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,44,BR2-44,2506805,5870,2330,2200,5,129,29.887218,30.08962,99.32733613784421,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,45,BR2-45,2506905,5870,2330,2200,5,161,29.824974,30.08962,99.12047410369424,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,46,BR2-46,2507005,5870,2330,2200,5,101,29.890392,30.08962,99.33788462599395,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,47,BR2-47,2507105,5870,2330,2200,5,160,30.038836,30.08962,99.83122418960426,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,48,BR2-48,2507205,5870,2330,2200,5,139,29.919241,30.08962,99.43376154301717,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,49,BR2-49,2507305,5870,2330,2200,5,94,29.752236,30.08962,98.87873625522688,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,50,BR2-50,2507405,5870,2330,2200,5,155,30.02152,30.08962,99.7736761049159,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,51,BR2-51,2507505,5870,2330,2200,5,152,29.866863,30.08962,99.25968822471005,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,52,BR2-52,2507605,5870,2330,2200,5,101,30.0614,30.08962,99.9062135048565,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,53,BR2-53,2507705,5870,2330,2200,5,141,30.081066,30.08962,99.9715715917981,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,54,BR2-54,2507805,5870,2330,2200,5,141,30.05467,30.08962,99.88384698776521,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,55,BR2-55,2507905,5870,2330,2200,5,117,29.895337,30.08962,99.35431886477795,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,56,BR2-56,2508005,5870,2330,2200,5,181,30.081136,30.08962,99.9718042301631,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,57,BR2-57,2508105,5870,2330,2200,5,159,29.927826,30.08962,99.4622929767807,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,58,BR2-58,2508205,5870,2330,2200,5,114,29.808675,30.08962,99.06630592210868,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,59,BR2-59,2508305,5870,2330,2200,5,201,29.958406,30.08962,99.56392270822961,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,60,BR2-60,2508405,5870,2330,2200,5,113,29.963114,30.08962,99.57956929997786,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,61,BR2-61,2508505,5870,2330,2200,5,83,29.854918,30.08962,99.21999014942693,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,62,BR2-62,2508605,5870,2330,2200,5,109,30.06027,30.08962,99.90245805696449,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,63,BR2-63,2508705,5870,2330,2200,5,120,29.677662,30.08962,98.63089663478635,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,64,BR2-64,2508805,5870,2330,2200,5,122,29.861508,30.08962,99.24189138978824,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,65,BR2-65,2508905,5870,2330,2200,5,187,29.707784,30.08962,98.73100424664717,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,66,BR2-66,2509005,5870,2330,2200,5,133,29.684694,30.08962,98.6542668202523,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,67,BR2-67,2509105,5870,2330,2200,5,184,29.97118,30.08962,99.60637588643526,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,68,BR2-68,2509205,5870,2330,2200,5,130,29.752296,30.08962,98.87893565953974,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,69,BR2-69,2509305,5870,2330,2200,5,146,30.064785,30.08962,99.9174632315064,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,70,BR2-70,2509405,5870,2330,2200,5,123,30.048108,30.08962,99.86203880274992,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,71,BR2-71,2509505,5870,2330,2200,5,122,29.899998,30.08962,99.36980925648113,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,72,BR2-72,2509605,5870,2330,2200,5,88,30.082775,30.08962,99.9772512913091,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,73,BR2-73,2509705,5870,2330,2200,5,132,30.006189,30.08962,99.72272497957768,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,74,BR2-74,2509805,5870,2330,2200,5,124,30.065258,30.08962,99.91903520217271,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,75,BR2-75,2509905,5870,2330,2200,5,163,29.9598,30.08962,99.56855553509814,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,76,BR2-76,2510005,5870,2330,2200,5,188,29.960828,30.08962,99.5719719956583,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,77,BR2-77,2510105,5870,2330,2200,5,202,29.96516,30.08962,99.58636898704604,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,78,BR2-78,2510205,5870,2330,2200,5,191,30.033876,30.08962,99.81474009974204,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,79,BR2-79,2510305,5870,2330,2200,5,206,30.032359,30.08962,99.80969849403216,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,80,BR2-80,2510405,5870,2330,2200,5,116,29.976626,30.08962,99.62447515123155,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,81,BR2-81,2510505,5870,2330,2200,5,86,29.78304,30.08962,98.98111042944377,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,82,BR2-82,2510605,5870,2330,2200,5,149,29.880698,30.08962,99.3056675358479,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,83,BR2-83,2510705,5870,2330,2200,5,136,29.87588,30.08962,99.2896553695261,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,84,BR2-84,2510805,5870,2330,2200,5,85,30.020306,30.08962,99.76964149098593,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,85,BR2-85,2510905,5870,2330,2200,5,209,29.999052,30.08962,99.69900583656424,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,86,BR2-86,2511005,5870,2330,2200,5,160,30.005787,30.08962,99.72138897068157,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,87,BR2-87,2511105,5870,2330,2200,5,102,29.874368,30.08962,99.2846303808423,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,88,BR2-88,2511205,5870,2330,2200,5,140,29.949562,30.08962,99.5345305125156,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,89,BR2-89,2511305,5870,2330,2200,5,100,30.049162,30.08962,99.86554167184563,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,90,BR2-90,2511405,5870,2330,2200,5,82,29.912151,30.08962,99.41019860004879,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,91,BR2-91,2511505,5870,2330,2200,5,166,30.037922,30.08962,99.82818659723851,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,92,BR2-92,2511605,5870,2330,2200,5,81,29.9309,30.08962,99.47250912440902,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,93,BR2-93,2511705,5870,2330,2200,5,85,30.084666,30.08962,99.98353585056907,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,94,BR2-94,2511805,5870,2330,2200,5,168,30.068472,30.08962,99.929716626531,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,95,BR2-95,2511905,5870,2330,2200,5,149,29.95336,30.08962,99.54715280551898,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,96,BR2-96,2512005,5870,2330,2200,5,202,30.06343,30.08962,99.91296001744124,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,97,BR2-97,2512105,5870,2330,2200,5,165,30.0294,30.08962,99.79986453800348,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,98,BR2-98,2512205,5870,2330,2200,5,138,29.939718,30.08962,99.50181491158745,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,99,BR2-99,2512305,5870,2330,2200,5,174,30.046888,30.08962,99.85798424838865,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,100,BR2-100,2512405,5870,2330,2200,5,139,29.91257,30.08962,99.41159110683351,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR3,1,BR3-1,2502505,5870,2330,2200,8,94,29.989656,30.08962,99.66777912117202,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,2,BR3-2,2502605,5870,2330,2200,8,115,30.024148,30.08962,99.78241001381872,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,3,BR3-3,2502705,5870,2330,2200,8,143,30.082278,30.08962,99.97559955891766,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,4,BR3-4,2502805,5870,2330,2200,8,185,29.970844,30.08962,99.60525922228331,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,113,30.038928,30.08962,99.83152994288396,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,143,29.958864,30.08962,99.5654448278177,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,144,29.979244,30.08962,99.63317582608222,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,104,29.66048,30.08962,98.5737938863967,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,133,30.058428,30.08962,99.89633634456003,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,180,29.778158,30.08962,98.96488556518827,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,119,29.915154,30.08962,99.4201787859069,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,103,29.97524,30.08962,99.61986891160474,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,199,29.952342,30.08962,99.54376957901097,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,104,30.051384,30.08962,99.8729262782315,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,103,29.998851,30.08962,99.6983378321162,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,128,29.864457,30.08962,99.25169211176478,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,86,29.885625,30.08962,99.32204195333806,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,85,29.820569,30.08962,99.10583450372586,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,176,29.994514,30.08962,99.68392422370239,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,20,BR3-20,2504405,5870,2330,2200,8,135,29.976589,30.08962,99.62435218523864,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,21,BR3-21,2504505,5870,2330,2200,8,94,30.016548,30.08962,99.75715213419113,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,22,BR3-22,2504605,5870,2330,2200,8,111,30.050888,30.08962,99.87127786924528,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,23,BR3-23,2504705,5870,2330,2200,8,130,29.776269,30.08962,98.95860765273872,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,24,BR3-24,2504805,5870,2330,2200,8,112,29.949114,30.08962,99.53304162697967,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,25,BR3-25,2504905,5870,2330,2200,8,135,29.900442,30.08962,99.37128484839623,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,26,BR3-26,2505005,5870,2330,2200,8,161,29.989656,30.08962,99.66777912117202,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,27,BR3-27,2505105,5870,2330,2200,8,120,30.085008,30.08962,99.9846724551523,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,28,BR3-28,2505205,5870,2330,2200,8,143,29.975172,30.08962,99.61964292005017,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,29,BR3-29,2505305,5870,2330,2200,8,194,29.978844,30.08962,99.63184646399655,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,30,BR3-30,2505405,5870,2330,2200,8,161,30.068915,30.08962,99.93118889504088,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,31,BR3-31,2505505,5870,2330,2200,8,136,29.911498,30.08962,99.40802841644394,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,32,BR3-32,2505605,5870,2330,2200,8,141,29.840671,30.08962,99.17264159534085,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,33,BR3-33,2505705,5870,2330,2200,8,131,30.003018,30.08962,99.71218646164358,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,34,BR3-34,2505805,5870,2330,2200,8,164,29.852208,30.08962,99.21098372129657,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,35,BR3-35,2505905,5870,2330,2200,8,149,29.979504,30.08962,99.6340399114379,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,36,BR3-36,2506005,5870,2330,2200,8,111,29.939777,30.08962,99.50201099249509,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,37,BR3-37,2506105,5870,2330,2200,8,112,29.894164,30.08962,99.35042051046175,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,38,BR3-38,2506205,5870,2330,2200,8,103,29.872476,30.08962,99.27834249817711,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,39,BR3-39,2506305,5870,2330,2200,8,232,29.895013,30.08962,99.35324208148857,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,40,BR3-40,2506405,5870,2330,2200,8,86,29.832533,30.08962,99.14559572370804,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,41,BR3-41,2506505,5870,2330,2200,8,124,29.752768,30.08962,98.88050430680082,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,42,BR3-42,2506605,5870,2330,2200,8,131,29.767149,30.08962,98.9282981971856,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,43,BR3-43,2506705,5870,2330,2200,8,92,29.682004,30.08962,98.6453268602262,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,44,BR3-44,2506805,5870,2330,2200,8,142,29.973957,30.08962,99.61560498271497,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,45,BR3-45,2506905,5870,2330,2200,8,147,29.805915,30.08962,99.05713332371762,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,46,BR3-46,2507005,5870,2330,2200,8,110,30.008554,30.08962,99.73058483290916,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,47,BR3-47,2507105,5870,2330,2200,8,148,29.94578,30.08962,99.52196139399567,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,48,BR3-48,2507205,5870,2330,2200,8,103,29.751802,30.08962,98.87729389736394,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,49,BR3-49,2507305,5870,2330,2200,8,105,29.924598,30.08962,99.4515650247494,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,50,BR3-50,2507405,5870,2330,2200,8,136,30.053276,30.08962,99.87921416089668,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,51,BR3-51,2507505,5870,2330,2200,8,165,29.964528,30.08962,99.58426859495069,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,52,BR3-52,2507605,5870,2330,2200,8,143,29.920492,30.08962,99.43791912294006,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,53,BR3-53,2507705,5870,2330,2200,8,100,29.949726,30.08962,99.53507555097073,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,54,BR3-54,2507805,5870,2330,2200,8,178,29.945676,30.08962,99.5216157598534,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,55,BR3-55,2507905,5870,2330,2200,8,154,30.054641,30.08962,99.88375060901402,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,56,BR3-56,2508005,5870,2330,2200,8,212,29.7865,30.08962,98.99260941148475,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,57,BR3-57,2508105,5870,2330,2200,8,118,30.067682,30.08962,99.92709113641183,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,58,BR3-58,2508205,5870,2330,2200,8,87,29.935242,30.08962,99.48693934984888,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,59,BR3-59,2508305,5870,2330,2200,8,216,30.055458,30.08962,99.88646583107396,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,60,BR3-60,2508405,5870,2330,2200,8,114,29.942481,30.08962,99.51099748019416,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,61,BR3-61,2508505,5870,2330,2200,8,90,29.90628,30.08962,99.39068688803647,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,62,BR3-62,2508605,5870,2330,2200,8,114,30.027633,30.08962,99.79399208099005,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,63,BR3-63,2508705,5870,2330,2200,8,124,29.70359,30.08962,98.71706588517901,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,64,BR3-64,2508805,5870,2330,2200,8,134,30.084122,30.08962,99.98172791813256,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,65,BR3-65,2508905,5870,2330,2200,8,140,29.793544,30.08962,99.01601947781327,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,66,BR3-66,2509005,5870,2330,2200,8,97,29.910377,30.08962,99.40430287919887,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,67,BR3-67,2509105,5870,2330,2200,8,169,30.047157,30.08962,99.85887824439126,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,68,BR3-68,2509205,5870,2330,2200,8,119,29.669822,30.08962,98.60484113790736,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,69,BR3-69,2509305,5870,2330,2200,8,162,29.92661,30.08962,99.45825171604028,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,70,BR3-70,2509405,5870,2330,2200,8,108,30.020334,30.08962,99.76973454633192,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,71,BR3-71,2509505,5870,2330,2200,8,131,30.034394,30.08962,99.81646162364297,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,72,BR3-72,2509605,5870,2330,2200,8,138,29.880252,30.08962,99.30418529712239,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,73,BR3-73,2509705,5870,2330,2200,8,105,29.960325,30.08962,99.57030032283558,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,74,BR3-74,2509805,5870,2330,2200,8,114,29.942608,30.08962,99.51141955265636,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,75,BR3-75,2509905,5870,2330,2200,8,139,29.769993,30.08962,98.93774996161467,0,True,1,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
