benchmark_class,case_number,case_id,seed,container_length_mm,container_width_mm,container_height_mm,number_of_box_types,product_id,product_name,length_mm,width_mm,height_mm,qty,weight_kg,stackable,sequence,R1,R2,R3,source_length_vertical_allowed,source_width_vertical_allowed,source_height_vertical_allowed,source_file,source_url
BR3,4,BR3-4,2502805,5870,2330,2200,8,5,BR3-4-P5,920,640,330,23,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,4,BR3-4,2502805,5870,2330,2200,8,6,BR3-4-P6,1190,590,390,26,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,4,BR3-4,2502805,5870,2330,2200,8,7,BR3-4-P7,540,520,490,18,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,4,BR3-4,2502805,5870,2330,2200,8,8,BR3-4-P8,750,450,350,30,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,1,BR3-5-P1,880,540,390,16,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,2,BR3-5-P2,940,540,360,14,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,3,BR3-5-P3,870,770,430,20,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,4,BR3-5-P4,1000,800,720,16,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,5,BR3-5-P5,830,400,360,6,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,6,BR3-5-P6,910,540,220,15,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,7,BR3-5-P7,1090,580,540,17,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,5,BR3-5,2502905,5870,2330,2200,8,8,BR3-5-P8,940,550,300,9,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,1,BR3-6-P1,860,840,450,23,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,2,BR3-6-P2,810,450,340,24,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,3,BR3-6-P3,700,540,370,24,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,4,BR3-6-P4,710,610,520,12,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,5,BR3-6-P5,780,730,400,18,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,6,BR3-6-P6,690,630,460,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,7,BR3-6-P7,720,670,560,13,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,6,BR3-6,2503005,5870,2330,2200,8,8,BR3-6-P8,750,750,360,15,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,1,BR3-7-P1,1180,790,510,18,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,2,BR3-7-P2,860,320,310,14,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,3,BR3-7-P3,640,580,520,18,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,4,BR3-7-P4,420,420,320,19,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,5,BR3-7-P5,640,550,430,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,6,BR3-7-P6,840,700,350,18,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,7,BR3-7-P7,760,570,360,23,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,7,BR3-7,2503105,5870,2330,2200,8,8,BR3-7-P8,950,600,550,20,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,1,BR3-8-P1,750,580,570,11,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,2,BR3-8-P2,570,370,300,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,3,BR3-8-P3,790,740,350,11,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,4,BR3-8-P4,1040,990,740,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,5,BR3-8-P5,550,460,310,20,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,6,BR3-8-P6,990,980,330,10,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,7,BR3-8-P7,900,850,590,12,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,8,BR3-8,2503205,5870,2330,2200,8,8,BR3-8-P8,1150,740,440,16,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,1,BR3-9-P1,900,700,630,6,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,2,BR3-9-P2,840,780,280,17,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,3,BR3-9-P3,940,850,390,19,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,4,BR3-9-P4,800,760,540,16,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,5,BR3-9-P5,690,500,450,16,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,6,BR3-9-P6,700,570,370,17,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,7,BR3-9-P7,940,610,540,18,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,9,BR3-9,2503305,5870,2330,2200,8,8,BR3-9-P8,920,440,290,24,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,1,BR3-10-P1,680,660,310,18,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,2,BR3-10-P2,1200,340,260,27,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,3,BR3-10-P3,950,760,600,17,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,4,BR3-10-P4,610,470,340,19,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,5,BR3-10-P5,530,450,360,25,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,6,BR3-10-P6,800,520,420,22,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,7,BR3-10-P7,1090,630,280,22,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,10,BR3-10,2503405,5870,2330,2200,8,8,BR3-10-P8,740,640,350,30,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,1,BR3-11-P1,740,630,610,17,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,2,BR3-11-P2,710,600,250,13,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,3,BR3-11-P3,1060,800,590,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,4,BR3-11-P4,1090,760,420,15,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,5,BR3-11-P5,1180,560,220,19,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,6,BR3-11-P6,1050,670,430,16,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,7,BR3-11-P7,720,650,370,20,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,11,BR3-11,2503505,5870,2330,2200,8,8,BR3-11-P8,840,590,540,9,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,1,BR3-12-P1,950,800,570,13,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,2,BR3-12-P2,1120,870,230,15,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,3,BR3-12-P3,1160,410,400,14,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,4,BR3-12-P4,980,800,560,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,5,BR3-12-P5,1080,600,590,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,6,BR3-12-P6,820,770,670,8,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,7,BR3-12-P7,670,460,360,19,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,12,BR3-12,2503605,5870,2330,2200,8,8,BR3-12-P8,1040,720,440,14,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,1,BR3-13-P1,520,360,250,35,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,2,BR3-13-P2,630,370,210,20,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,3,BR3-13-P3,1000,610,360,27,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,4,BR3-13-P4,790,520,360,21,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,5,BR3-13-P5,990,630,360,17,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,6,BR3-13-P6,970,490,300,24,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,7,BR3-13-P7,900,690,550,25,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,13,BR3-13,2503705,5870,2330,2200,8,8,BR3-13-P8,910,330,280,30,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,1,BR3-14-P1,680,480,310,12,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,2,BR3-14-P2,1040,800,630,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,3,BR3-14-P3,820,460,210,13,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,4,BR3-14-P4,1140,780,600,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,5,BR3-14-P5,900,740,660,12,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,6,BR3-14-P6,1120,540,360,8,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,7,BR3-14-P7,710,640,540,17,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,14,BR3-14,2503805,5870,2330,2200,8,8,BR3-14-P8,740,530,330,14,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,1,BR3-15-P1,1000,440,370,11,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,2,BR3-15-P2,900,780,550,11,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,3,BR3-15-P3,650,570,420,12,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,4,BR3-15-P4,850,580,410,13,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,5,BR3-15-P5,810,690,500,15,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,6,BR3-15-P6,840,780,510,20,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,7,BR3-15-P7,1090,730,730,11,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,15,BR3-15,2503905,5870,2330,2200,8,8,BR3-15-P8,730,580,520,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,1,BR3-16-P1,430,400,390,21,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,2,BR3-16-P2,970,760,400,12,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,3,BR3-16-P3,670,630,470,15,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,4,BR3-16-P4,980,570,380,13,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,5,BR3-16-P5,730,710,270,16,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,6,BR3-16-P6,660,560,410,15,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,7,BR3-16-P7,820,750,720,28,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,16,BR3-16,2504005,5870,2330,2200,8,8,BR3-16-P8,930,710,430,8,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,1,BR3-17-P1,720,490,350,12,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,2,BR3-17-P2,750,660,470,8,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,3,BR3-17-P3,780,300,220,11,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,4,BR3-17-P4,1190,790,790,15,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,5,BR3-17-P5,760,650,620,15,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,6,BR3-17-P6,1190,810,650,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,7,BR3-17-P7,910,770,360,5,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,17,BR3-17,2504105,5870,2330,2200,8,8,BR3-17-P8,1130,890,270,10,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,1,BR3-18-P1,1040,550,300,11,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,2,BR3-18-P2,920,890,730,11,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,3,BR3-18-P3,880,880,430,11,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,4,BR3-18-P4,900,600,600,9,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,5,BR3-18-P5,790,530,410,7,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,6,BR3-18-P6,960,910,280,10,0,True,1,True,False,False,False,False,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,7,BR3-18-P7,1000,900,790,14,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,18,BR3-18,2504205,5870,2330,2200,8,8,BR3-18-P8,730,420,320,12,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,1,BR3-19-P1,600,450,260,25,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,2,BR3-19-P2,710,430,390,10,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,3,BR3-19-P3,990,710,640,19,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,4,BR3-19-P4,610,410,400,17,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,5,BR3-19-P5,830,790,430,30,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,6,BR3-19-P6,630,520,350,26,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,7,BR3-19-P7,540,330,200,24,0,True,1,True,True,False,False,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
BR3,19,BR3-19,2504305,5870,2330,2200,8,8,BR3-19-P8,620,570,510,25,0,True,1,True,True,True,True,True,True,thpack3.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack3.txt
